Date,RealYieldFall,CpiVolRise,CpiOr,PmiBelow50,PmiDecline,PmiOr,DeficitMA12Increase,StockBondCorrProxy,Forward5,ExitDate5,Forward20,ExitDate20,Forward60,ExitDate60
2013-08-07,0.150000000000,0.011365648204,1.000000000000,-5.400000000000,-4.500000000000,0.000000000000,,,0.035548686244,2013-08-15,0.068392581144,2013-09-05,-0.020479134467,2013-11-11
2013-09-06,-0.300000000000,0.043238988986,1.000000000000,-5.700000000000,-0.300000000000,0.000000000000,,,-0.041802980734,2013-09-16,-0.076699382043,2013-10-16,-0.105416212286,2013-12-11
2013-10-14,0.230000000000,-0.042755032227,0.000000000000,-6.200000000000,-0.500000000000,0.000000000000,,,0.020094562648,2013-10-22,-0.004334121355,2013-11-12,-0.048463356974,2014-01-08
2013-11-07,0.050000000000,0.028999633690,1.000000000000,-6.400000000000,-0.200000000000,0.000000000000,,,-0.022868217054,2013-11-15,-0.063565891473,2013-12-06,-0.034883720930,2014-02-10
2013-12-06,-0.200000000000,0.022478924532,1.000000000000,-7.300000000000,-0.900000000000,0.000000000000,,,-0.004950495050,2013-12-16,0.002475247525,2014-01-07,0.078795379538,2014-03-11
2014-01-08,-0.200000000000,0.016023253682,1.000000000000,-7.000000000000,0.300000000000,1.000000000000,,,0.009128630705,2014-01-16,0.046887966805,2014-02-13,0.080082987552,2014-04-11
2014-02-13,0.270000000000,-0.033274918863,1.000000000000,-1.300000000000,5.700000000000,1.000000000000,-4.458333333333,,0.013828526274,2014-02-21,0.068747530620,2014-03-14,0.025681548795,2014-05-14
2014-03-07,0.040000000000,-0.108017550785,1.000000000000,-3.200000000000,-1.900000000000,0.000000000000,1.116666666667,0.000000000000,0.028952380952,2014-03-17,-0.017142857143,2014-04-08,-0.039238095238,2014-06-06
2014-04-08,-0.110000000000,0.000000000000,1.000000000000,-3.700000000000,-0.500000000000,0.000000000000,-0.875000000000,1.000000000000,-0.009198926792,2014-04-16,-0.006515906478,2014-05-09,0.008432349559,2014-07-07
2014-05-09,0.110000000000,0.013253700564,1.000000000000,-4.900000000000,-1.200000000000,0.000000000000,-5.841666666667,0.000000000000,0.000000000000,2014-05-19,-0.025522041763,2014-06-10,-0.006187161640,2014-08-05
2014-06-09,0.230000000000,0.064379644797,1.000000000000,-5.400000000000,-0.500000000000,0.000000000000,0.500000000000,0.000000000000,0.011904761905,2014-06-17,0.040476190476,2014-07-08,0.013095238095,2014-09-02
2014-07-07,-0.010000000000,0.043925034094,1.000000000000,-5.300000000000,0.100000000000,1.000000000000,-0.750000000000,1.000000000000,-0.004958047292,2014-07-15,-0.019832189169,2014-08-05,-0.077803203661,2014-10-08
2014-08-07,-0.020000000000,0.033182846536,1.000000000000,-7.100000000000,-1.800000000000,0.000000000000,3.791666666667,1.000000000000,0.000384911470,2014-08-15,-0.031947652040,2014-09-05,-0.111239414935,2014-11-10
2014-09-05,0.060000000000,0.005987038104,1.000000000000,-9.000000000000,-1.900000000000,0.000000000000,-0.216666666667,0.000000000000,-0.018710191083,2014-09-16,-0.027468152866,2014-10-14,-0.052149681529,2014-12-09
2014-10-14,-0.320000000000,-0.150558940927,0.000000000000,-6.600000000000,2.400000000000,1.000000000000,-1.575000000000,1.000000000000,0.008606557377,2014-10-22,-0.063524590164,2014-11-12,-0.003688524590,2015-01-09
2014-11-07,0.120000000000,-0.053639480630,0.000000000000,-9.000000000000,-2.400000000000,0.000000000000,-2.575000000000,0.000000000000,0.006929406670,2014-11-17,0.033347769597,2014-12-08,0.108271979212,2015-02-04
2014-12-05,0.040000000000,0.016371681005,1.000000000000,-8.700000000000,0.300000000000,1.000000000000,2.508333333333,0.000000000000,0.018440905281,2014-12-15,0.023470243085,2015-01-07,-0.007544006706,2015-03-11
2015-01-09,-0.100000000000,0.070241073847,1.000000000000,-5.500000000000,3.200000000000,1.000000000000,-6.533333333333,0.000000000000,0.037866449511,2015-01-19,0.033794788274,2015-02-09,-0.026872964169,2015-04-14
2015-02-06,0.460000000000,0.129281158121,1.000000000000,-3.500000000000,2.000000000000,1.000000000000,4.266666666667,0.000000000000,-0.015754233950,2015-02-16,-0.071681764474,2015-03-16,-0.061441512406,2015-05-13
2015-03-06,-0.140000000000,0.273473451402,1.000000000000,-2.900000000000,0.600000000000,1.000000000000,0.633333333333,0.000000000000,-0.011325503356,2015-03-16,0.009228187919,2015-04-07,-0.002097315436,2015-06-03
2015-04-08,-0.010000000000,0.077776798088,1.000000000000,-1.500000000000,1.400000000000,1.000000000000,-0.125000000000,0.000000000000,-0.005425709516,2015-04-16,-0.015442404007,2015-05-08,-0.033806343907,2015-07-06
2015-05-08,0.070000000000,-0.020638637576,0.000000000000,-1.500000000000,0.000000000000,0.000000000000,1.341666666667,0.000000000000,0.022784810127,2015-05-18,0.000000000000,2015-06-08,-0.085232067511,2015-08-04
2015-06-05,-0.210000000000,-0.152508698151,0.000000000000,-2.800000000000,-1.300000000000,0.000000000000,-4.175000000000,0.000000000000,0.002953586498,2015-06-15,-0.018565400844,2015-07-07,-0.008438818565,2015-09-01
2015-07-07,-0.160000000000,-0.228968289819,1.000000000000,-3.500000000000,-0.700000000000,0.000000000000,-3.966666666667,1.000000000000,0.003919860627,2015-07-15,-0.051393728223,2015-08-05,0.019163763066,2015-10-09
2015-08-07,0.020000000000,-0.239253143262,1.000000000000,-2.700000000000,0.800000000000,1.000000000000,1.600000000000,0.000000000000,0.047945205479,2015-08-17,0.053424657534,2015-09-09,0.026940639269,2015-11-11
2015-09-09,-0.120000000000,0.033356734098,1.000000000000,-1.100000000000,1.600000000000,1.000000000000,4.516666666667,0.000000000000,0.010960105217,2015-09-17,0.058746163963,2015-10-15,-0.021920210434,2015-12-10
2015-10-14,-0.070000000000,0.019971753626,1.000000000000,-0.200000000000,0.900000000000,1.000000000000,-5.383333333333,0.000000000000,-0.013664596273,2015-10-22,-0.069151138716,2015-11-12,-0.029813664596,2016-01-08
2015-11-06,0.020000000000,-0.010627467451,0.000000000000,-0.100000000000,0.100000000000,1.000000000000,1.250000000000,1.000000000000,0.000444642063,2015-11-16,-0.004446420631,2015-12-07,0.066251667408,2016-02-02
2015-12-07,0.010000000000,-0.048690984263,1.000000000000,1.400000000000,1.500000000000,1.000000000000,1.191666666667,1.000000000000,0.000449438202,2015-12-15,0.016629213483,2016-01-06,0.183370786517,2016-03-09
2016-01-08,-0.110000000000,0.062999776380,1.000000000000,1.800000000000,0.400000000000,1.000000000000,0.683333333333,0.000000000000,-0.012366737740,2016-01-18,0.107889125800,2016-02-15,0.108742004264,2016-04-12
2016-02-05,0.200000000000,0.078187584511,1.000000000000,1.800000000000,0.000000000000,1.000000000000,1.333333333333,0.000000000000,-0.009237875289,2016-02-22,0.009237875289,2016-03-14,0.025404157044,2016-05-11
